diary_name,strain,strains_company,light_watt,nutrients,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
Experiment #004 - Annie 2L,Auto Anesthesia,Pyramid Seeds,200 watt,"Canna,Platinium Hydroponics,General Hydroponics (GHE),BioBizz,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Soil Grow Medium,Expanded Clay Grow Medium,",Directly In Substrate,"Defoliation,LST,",0.36,13,,,
Experiment #002 - Anastasia 2L,Auto Anesthesia,Pyramid Seeds,200 watt,"Canna,Platinium Hydroponics,General Hydroponics (GHE),BioBizz,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Soil Grow Medium,Expanded Clay Grow Medium,",Directly In Substrate,"Topping,Defoliation,LST,",0.36,13,,,
Breed Bros - Mystikal Lemon,Mystikal Lemon,Custom Breeder & Strain,200 watt,"BioBizz,Bio Green,Green House Feeding,PLAGRON.,",Manual,"BioBizz AllMix Grow Medium,",Paper Towel,"LST,Defoliation,",,12,,,58.0
Experiment #001 - Tangie D 2L,Tangerine Dream Auto,Barney'S Farm,200 watt,"BioBizz,Platinium Hydroponics,Canna,Guanokalong,General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,0.36,14,1.0,,
Red Super Skunk Auto - aeroponics,red super skunk auto,Custom Breeder & Strain,200 watt,"Xtreme Gardening,General Hydroponics (GHE),Advanced Nutrients,",Aeroponics,"Expanded Clay Grow Medium,",Peat Pellet,,1.22,12,1.0,155.92,850.49
Jelly Breath S1 (In-House Genetics),Jelly Breath S1,In House Genetics,310 watt,"Canna,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Defoliation,LST,",,21,1.0,,
Bobs Buds Round 1,Toof Decay,Mephisto Genetics,"LED / 250W,LED / 250W,","Botanicare,Advanced Nutrients,Xtreme Gardening,",Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),mother earth Grow Medium,",Paper Towel,"HST,LST,",,FLOWERING,,,
Zkittlez - Seeds Mafia,Zkittlez - Seeds Mafia,Custom Breeder & Strain,150 watt,,Manual,,,,,12,1.0,,140.0
Wedding glue(fast buds),Wedding Glue Auto,Fast Buds,400 watt,"B.A.C.,Advanced Nutrients,Top Crop,General Hydroponics (GHE),PLAGRON.,",Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,Vermiculite Grow Medium,Altro Grow Medium,",,"LST,Topping,Defoliation,",1,11,100.0,,
Blackberry Moon Rocks,Blackberry Moonrocks - Expert Seeds,Custom Breeder & Strain,180 watt,"Xtreme Gardening,General Hydroponics (GHE),Advanced Nutrients,",Aeroponics,"H20 Grow Medium,",Peat Pellet,,1.22,14,1.0,,708.74
Wolne Konopie - John Lemon,John Lemon,Custom Breeder & Strain,200 watt,"BioBizz,Bio Green,Green House Feeding,PLAGRON.,",Manual,"BioBizz AllMixx Grow Medium,",Paper Towel,"LST,HST,Defoliation,",,12,49.0,,
The Hadeda Club 22' Winter Edition,Wedding Cake,Custom Breeder & Strain,,,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,,16,3.0,,1200.0
grand master sexy Exotic Genetix out doo,grand master sexy,Custom Breeder & Strain,,,Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",,"LST,HST,Defoliation,",,8,2.0,,150.0
Fastbuds Tester Grow,Purple Lemonade Auto,Fast Buds,480 watt,"BioBizz,Biodyne,",Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,Worm Castings Grow Medium,",,"LST,Defoliation,Love,",Custom,10,,,
Mini Gelato grow,Gelato,Custom Breeder & Strain,,"Fox Farm,",Manual,"Soil Grow Medium,",Paper Towel,"LST,Topping,",Custom,FLOWERING,,,
Cabinet / Tin Foil / Speed+ Auto,+ Speed Auto®,Sweet Seeds,100 watt,,Manual,"Vermiculite Grow Medium,Soil Grow Medium,",Directly In Substrate,"LST,Defoliation,",0.45,9,2.0,140.0,
Hokus Pokus,Sweet Skunk Auto®,Sweet Seeds,"LED / 100W P1000,LED / 8W Custom,","BioBizz,",Manual,"BioBizz Light Mix Grow Medium,",Peat Pellet,"12-12 From Seed,",1.5,13,5.0,,420.0
mignonnebananha II,Strawberry Banana Auto,Fast Buds,55 watt,"General Hydroponics (GHE),BioBizz,",Manual,"Soil Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",0.16,12,1.0,,530.0
CONTEST TEKNOGROW AUTO (GROWER EMME),Quick One,Royal Queen Seeds,200 watt,"Canna,",Hydroponics,"Expanded Clay Grow Medium,",,,Custom,8,,,
Cultivo en Hidroponia,Bruma Norte,Custom Breeder & Strain,800 watt,"General Hydroponics (GHE),Advanced Nutrients,Fox Farm,",Hydroponics,"Other Grow Medium,",,"LST,Topping,ScrOG,",,7,2.0,,550.0
Gorilla cookies,Gorilla Cookies Auto,Fast Buds,240 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,,1,10,1.0,,250.0
Forbidden Runtz FB420 marshydro,Forbidden Runtz Auto,Fast Buds,300 watt,"BioBizz,Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",Paper Towel,"Defoliation,",1,10,4.0,,1200.0
Night Owl - Popesicle 1st grow,Popesicle,Night Owl Seeds,480 watt,"Coast of Maine,",Manual,"Coast of Maine - Stonington Blend Grow Medium,",Glass Of Water,,Spider Farmer,12,1.0,,136.08
Slurricane #7 S1 Pheno Hunt,Slurricane #7 S1,In House Genetics,200 watt,"Lotus Nutrients,Botanicare,General Hydroponics (GHE),Fish Head Farms,",Hydroponics,,Paper Towel,"HST,LST,Defoliation,",2.44,19,4.0,,
Fastbuds 4x2,Mimosa Cake Auto,Fast Buds,240 watt,"Dr. Earth,",Manual,"AC Infinity Cloudlab 642 Advance Grow Tent 4x2 (48"" X 24"" X 72""),Soil Grow Medium,Coco Coir Grow Medium,",Glass Of Water,"LST,Defoliation,",0.74,14,1.0,118.0,
The Challenger (SSSC),Purple OG Punch,Super Sativa Seed Club,300 watt,"Botanicare,Nature's Living Soil,Terpinator,",Manual,"AC Infinity Cloudlab 642 Advance Grow Tent 4x2 (48"" X 24"" X 72""),Nature's living soil Grow Medium,",Glass Of Water,"Defoliation,Super soil created in the beginning,LST,ScrOG,",0.74,15,1.0,,537.0
PeyForum2023,Peyote Forum,Seedsman,"LED / 150W,",,Manual,"Soil Grow Medium,",Paper Towel,"Topping,",,15,1.0,,
Sour Tangie Dawg,Sour Tangie Dawg,Super Sativa Seed Club,100 watt,"Dr. Earth,BuildASoil,",Manual,"Worm Castings Grow Medium,Perlite Grow Medium,Sphagnum Peat Moss Grow Medium,",Directly In Substrate,,9.75,17,1.0,,85.05
Mephisto-Sky Creme Smile,Skywalker x Creme de La Chem x Mango Smile,Custom Breeder & Strain,320 watt,"Advanced Nutrients,Botanicare,",Hydroponics,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"FIMing,LST,",1.16,12,1.0,120.49,477.12
GHSC auto test #2,GHSC Auto test #2,Green House Seed Co.,300 watt,"Green House Feeding,",Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",Glass Of Water,,0.5,9,1.0,58.0,200.0
Strawberry cheesecake and white widow,White Widow,Crop King Seeds,"LED / 900W (×2) R900,LED / 900W (×2) R900,","Dynomyco,Gaia Green,",,"Soil Grow Medium,",Paper Towel,"Defoliation,Topping,LST,",,VEGETATION,,,
2nd child Kosher cake auto fastbuds,Kosher Cake Auto,Fast Buds,150 watt,"Advanced Nutrients,",Manual,"Perlite Grow Medium,peat Grow Medium,",,"LST,Defoliation,",0.35,13,1.0,79.0,320.0
Indoor CBD grow,Raspberry cheesecake,Custom Breeder & Strain,310 watt,"Gaia Green,Dynomyco,",Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Soil Grow Medium,",Glass Of Water,"Topping,Defoliation,Main-Lining,LST,",0.84,15,2.0,,2267.96
40gallon living soil (Mephisto),Heisenberg Special,Mephisto Genetics,,,Manual,"Peat moss Grow Medium,Vermiculite Grow Medium,Perlite Grow Medium,Composted manure Grow Medium,Worm castings Grow Medium,Lava rocks Grow Medium,Homemade charcoal,ashes rocks and twigs from compost bin Grow Medium,",Directly In Substrate,"LST,Defoliation,",Custom,FLOWERING,,,
finally added photontek as a manufaturer,Fugue State,Mephisto Genetics,310 watt,,Manual,"Soil Grow Medium,",,,Custom,0,,,
Golden State Amnesia Auto By Caligen,Golden State Amnesia Auto,Caligen,200 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,",,"LST,",,9,1.0,86.0,86.0
My 1st grow,Blue Cheese Automatic,Royal Queen Seeds,95 watt,,Manual,,,"LST,Defoliation,",0.4,10,1.0,,220.0
Tutankhamon [2022],Tutankhamon,Pyramid Seeds,,,Manual,"Soil Grow Medium,",Other,"ScrOG,Defoliation,LST,",,20,1.0,,2000.0
Desfrán for spring,Desfrán,Dutch Passion,412 watt,"BioBizz,",Manual,"Biobizz - Lightmix Grow Medium,",,,0.4,14,3.0,,941.07
Chocolate Haze for spring !,Chocolate Haze,Royal Queen Seeds,412 watt,"BioBizz,",Manual,"Soil Grow Medium,",Directly In Substrate,,0.57,14,4.0,,1178.1
Medusa F1 - Farm #12,Medusa F1,Royal Queen Seeds,174 watt,"RQS Organic Nutrients,PLAGRON.,",Manual,"Soil Grow Medium,",Directly In Substrate,,0.72,8,2.0,116.0,
Zamnesia X,X (10th anniversary),Zamnesia Seeds,600 watt,"PLAGRON.,",Manual,"Soil Grow Medium,",Paper Towel,"Topping,Defoliation,",1.5,12,4.0,,
"Trips, Spiders, Fly Insects",All,Custom Breeder & Strain,200 watt,,Manual,"Soil Grow Medium,",Other,,1,1,1.0,,1.0
Mr green/keen,Cookies Gelato,Royal Queen Seeds,150 watt,"Advanced Nutrients,Real Growers,",Manual,,,"Topping,Defoliation,ScrOG,",,14,,,
CBD 20: 1,CBD Auto 20:1,Fast Buds,240 watt,,Manual,"Soil Grow Medium,",Other,"LST,",1.22,13,1.0,61.35,346.0
First 4x2,Auto monster mass,Custom Breeder & Strain,200 watt,"Advanced Nutrients,GreenGro,Fox Farm,",Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Glass Of Water,"FIMing,LST,Defoliation,Lollipop,Lollipoping,",,16,,,1.21
Don Mega clone,Don mega,Custom Breeder & Strain,200 watt,"Advanced Nutrients,GreenGro,Fox Farm,",Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",,"Topping,Lollypopping,Defoliation,",,11,,,0.75
Cultivo de interior de geckoseeds,Amnesia Dream XL Auto,Kannabia Seed Company,100 watt,,Manual,"Soil Grow Medium,",Paper Towel,"SoG,ScrOG,Topping,",1,13,3.0,,150.0
Auto night queen,Auto Night Queen,Dutch Passion,150 watt,,Manual,"Soil Grow Medium,",Paper Towel,,4.88,10,1.0,,99.22
Critical + 2.0 Auto seedsman by Grangl,Critical+ 2.0 Auto Ltd. Edition,Seedsman,150 watt,"Mammoth Microbes,Real Growers,Fish Head Farms,",Manual,"FOX FARMS Grow Medium,Big Rootz Grow Medium,",,,,10,1.0,,
Bagseed,bagseed,Custom Breeder & Strain,640 watt,,Manual,,,,,6,,,
FBT2304 x3,FBT2304,Fast Buds,1000 watt,,Manual,"Soil Grow Medium,",,,,11,,,
FBT2303 x3,FBT2303,Fast Buds,1000 watt,,Manual,"Soil Grow Medium,",,"LST,Main-Lining,",,11,,,
Ghost Train Haze #1,Ghost Train Haze #1,Rare Dankness,"LED / 0W X420 Targeted,LED / 0W X420 Targeted,","Advanced Nutrients,",Manual,"AC Infinity Cloudlab 743D Advance Grow Tent 4x3 (48"" X 36"" X 72""),Pro-Mix Organic Grow Medium,",Peat Pellet,"Defoliation,LST,",34.45,12,1.0,158.76,28.35
FBT2302 x3,FBT2302,Fast Buds,1000 watt,,Manual,"Soil Grow Medium,",,,,11,,,
FBT2301 x3,FBT2301,Fast Buds,1000 watt,,Manual,"Soil Grow Medium,",,"LST,",,10,,,
Strawberry Pie Auto x3,Strawberry Pie Auto,Fast Buds,1000 watt,,Manual,"Soil Grow Medium,",,"LST,",,11,,,
Lebron haze BFS,Lebron Haze,BSF Seeds,"LED / 150W Mars TS 1000,LED / 310W Mars TSW 2000,","Bio Tabs,",Manual,"Soil Grow Medium,",Glass Of Water,"Topping,Defoliation,SoG,FIMing,",,FLOWERING,,,
Gorilla Glue Auto 1_*,Cannapio Gorilla glue,Custom Breeder & Strain,600 watt,"PLAGRON.,Advanced Nutrients,Vitalink,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Topping,LST,Defoliation,ScrOG,",6,10,5.0,,110.0
Strawberry Cake Auto x3,Strawberry Cake Auto,Ganja Farmer Seeds,1000 watt,,Manual,"Soil Grow Medium,",,"LST,",,11,,,
Gorilla GG4 Auto x3,Gorilla GG4 Auto,Ganja Farmer Seeds,1000 watt,,Manual,"Soil Grow Medium,",,"LST,",,11,,,
Dream Queen Auto x4,Dream Queen Autoflower,Humboldt Seed Company,1000 watt,,Manual,"Soil Grow Medium,",,"LST,",,11,,,
All Gas OG Auto x4,All Gas OG Autoflower,Humboldt Seed Company,1000 watt,,Manual,"Soil Grow Medium,",,"LST,",,11,,,
Skywalker OG Auto x5,Skywalker OG Auto,Barney'S Farm,1000 watt,,Manual,"Soil Grow Medium,",,"LST,",,11,,,
Mango Sherbet Auto x5,Mango Sherbert Autoflower,Humboldt Seed Company,1000 watt,,Manual,"Soil Grow Medium,",,"LST,",,11,,,
Strawberry Cheesecake Auto x5,Strawberry Cheesecake Auto,Barney'S Farm,1000 watt,,Manual,"Soil Grow Medium,",,"LST,",,11,,,
Fast buds og kush auto,OG Kush Auto,Fast Buds,2000 watt,,Manual,"Soil Grow Medium,",Directly In Substrate,,,9,1.0,,119.92
Plant of the Grapes,Planet Of The Grapes,ETHOS Genetics,"LED / 0W X420 Targeted,LED / 0W X420 Targeted,","Advanced Nutrients,Nature's Living Soil,",Manual,"AC Infinity Cloudlab 743D Advance Grow Tent 4x3 (48"" X 36"" X 72""),Pro- mix organic Grow Medium,",Peat Pellet,"Topping,LST,HST,Defoliation,",3.2,12,1.0,66.34,28.35
White Widow XXL Auto x5,White Widow XXL Auto,Barney'S Farm,1000 watt,,Manual,"Soil Grow Medium,",,"LST,",,14,,,
Strawberry Gorilla Auto x2,Strawberry Gorilla Auto,Fast Buds,1000 watt,,Manual,"Soil Grow Medium,",,"LST,",,13,1.0,,
Gorilla punch round N2,Gorilla Punch Auto,Fast Buds,875 watt,"PLAGRON.,General Hydroponics (GHE),Advanced Nutrients,Canna,Terpinator,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,Custom,16,,,
Duh Bubbz McChee,Bubba Cheesecake,Seedsman,300 watt,"BuildASoil,Dr. Earth,Botanicare,",Manual,"Worm Castings Grow Medium,Sphagnum Peat Moss Grow Medium,Lava Rock Grow Medium,",Directly In Substrate,"Lollipop,Defoliation,LST,",9.75,22,1.0,,368.54
Tropicana cookies (fast buds),Tropicana Cookies Auto,Fast Buds,400 watt,"Advanced Nutrients,General Hydroponics (GHE),Top Crop,PLAGRON.,",Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,Vermiculite Grow Medium,",Glass Of Water,"LST,Defoliation,",1.2,11,1.0,,610.0
Chocolate Mimosa - Captain Redbeard Seed,Captain Redbeard - Chocolate Mimosa,Custom Breeder & Strain,630 watt,"Down To Earth,BuildASoil,Xtreme Gardening,",Manual,"Coco Coir Grow Medium,Soil Grow Medium,Worm Castings Grow Medium,",Glass Of Water,"Defoliation,HST,Topping,LST,",,20,2.0,,
Animal Mint Cake Clone - Tiki Madman,Tiki Madman - Animal Mint Cake,Custom Breeder & Strain,630 watt,"Down To Earth,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,Worm Castings Grow Medium,",Rockwool Cube,"LST,HST,Topping,Defoliation,",1.22,16,2.0,,
Gorilla cookies Fast Buds,Gorilla Cookies Auto,Fast Buds,150 watt,"BioBizz,",Manual,"Biobuzz all mix Grow Medium,",Peat Pellet,"LST,",Custom,10,1.0,,
MONSTER GROW 6+ Month 8x4 Tent (3d grow),Blue Dream feminized seeds,Weedseedsexpress,"LED / 200W Custom,","Canna,PLAGRON.,Advanced Nutrients,",Hydroponics,"Mineral Wool Grow Medium,",,"HST,Topping,Main-Lining,Defoliation,LST,ScrOG,SoG,",1.44,31,1.0,,5100.0
OFFICIAL TEST 2301,FBT2301,Fast Buds,400 watt,"PLAGRON.,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,,0.8,10,1.0,22.4,98.0
Lemon Orange GHS,Lemon Orange,Green House Seed Co.,300 watt,"Agrogardens,",Manual,"Soil Grow Medium,",,"LST,ScrOG,",,4,1.0,,
Barney's Farm Wedding Cake Auto,Wedding Cake Auto,Barney'S Farm,100 watt,"Green House Feeding,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Soil Grow Medium,",,"LST,",,19,1.0,,
OFFICIAL TEST 2302,FBT2302,Fast Buds,400 watt,"PLAGRON.,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,,0.8,10,,17.33,113.0
OFFICIAL TEST 2303,FBT2303,Fast Buds,400 watt,"PLAGRON.,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,0.8,10,1.0,,142.0
LSD auto,,,,,,,,,,,,,
OFFICIAL TEST 2304,FBT2304,Fast Buds,400 watt,"PLAGRON.,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,,0.8,10,1.0,37.45,152.0
OFFICIAL TEST 2305,Ztrawberriez Auto,Fast Buds,400 watt,"PLAGRON.,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,,0.8,10,1.0,25.85,128.0
OFFICIAL TEST 2306,FBT2306,Fast Buds,400 watt,"PLAGRON.,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,,0.8,10,1.0,25.0,137.0
OFFICIAL TEST 2307,FBT2307,Fast Buds,400 watt,"PLAGRON.,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,,,11,1.0,45.71,224.0
First indoor grow led,Banana Punch,Barney'S Farm,400 watt,"Advanced Nutrients,",Manual,"Plagron lite mix Grow Medium,",Glass Of Water,"FIMing,Topping,LST,Defoliation,",,13,,,
6) Green House / Super Lemon Haze Auto,Super Lemon Haze Auto,Green House Seed Co.,95 watt,"General Hydroponics (GHE),",Manual,"CoolGrows GT 24x24x36,Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,"LST,ScrOG,Defoliation,",0.37,18,1.0,159.89,
Thorsberry - Captain Redbeard,Captain Redbeard - Thorsberry,Custom Breeder & Strain,630 watt,"Down To Earth,Xtreme Gardening,",Manual,"Coco Coir Grow Medium,Soil Grow Medium,Worm Castings Grow Medium,",Glass Of Water,"LST,Topping,Defoliation,HST,",1.22,20,2.0,,
Fox genetic Royal Assent,Fox Genetic royal assent,Custom Breeder & Strain,300 watt,"Athena,",Hydroponics,"BloomGrow GT 48''X48''X78'',Expanded Clay Grow Medium,",Rockwool Cube,"LST,Defoliation,",1.22,13,1.0,,
I_Was_Born_A_Winner (GoG “Green Cush”),Green Crack,Garden Of Green,200 watt,"Botanicare,Fox Farm,",Manual,"Soil Grow Medium,",Directly In Substrate,"LST,Topping,Defoliation,ScrOG,",2.74,14,1.0,48.5,
Purple Punch!!,Purple Punch,Canuk Seeds,600 watt,"Dynomyco,BIOCANNA,Gaia Green,",Manual,"Ocean forest Grow Medium,",Directly In Substrate,"LST,Defoliation,Transplanting,Topping,Main-Lining,",Custom,16,1.0,,92.0
FBT 2301,FBT2301,Fast Buds,480 watt,"PLAGRON.,Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",Directly In Substrate,"Topping,LST,Defoliation,",1,10,1.0,190.0,720.0
Orange sherbet auto ( FAST BUDS),Orange Sherbet Auto,Fast Buds,400 watt,"PLAGRON.,B.A.C.,Advanced Nutrients,General Hydroponics (GHE),",Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Glass Of Water,"LST,Defoliation,",1,12,1.0,,487.0
Amnesia x Buddha Kush,Amnesia x Buddha Kush,Vision Seeds,450 watt,,Hydroponics,,,"ScrOG,LST,Defoliation,Topping,",,15,1.0,338.0,338.0
Royal Queen Sour Diesel,Sour Diesel,Royal Queen Seeds,200 watt,"Advanced Nutrients,",Manual,"AC Infinity Cloudlab 422 Advance Grow Tent 2x2 (24"" X 24"" X 48""),Pro-mix organic Grow Medium,",,"Topping,LST,Defoliation,",,11,1.0,116.8,
9lb Hammer,9lb Hammer by Jinxproof Genetics,Custom Breeder & Strain,330 watt,"Advanced Nutrients,",Manual,"Pro-mix organic Grow Medium,",,"LST,Defoliation,",,16,1.0,119.07,
Frosted Guava Automatic,Frosted Guava Automatic,Zamnesia Seeds,480 watt,"PLAGRON.,Advanced Nutrients,",Manual,,Directly In Substrate,"LST,ScrOG,Topping,Defoliation,",1,11,1.0,210.0,780.0
Double Cookies Fem BSF Seed ll,Double Cookies,BSF Seeds,100 watt,"Top Crop,",Manual,"Soil Grow Medium,",Paper Towel,"12-12 Desde Crecimiento,12-12 From Seed,12-12 Desde Floración,",2,13,1.0,,147.0
MarsHydro Tropicanna Poison XL Auto,Tropicanna Poison XL Auto,Sweet Seeds,150 watt,,Manual,"Soil Grow Medium,Expanded Clay Grow Medium,",Paper Towel,"LST,SoG,",0.2,13,,,72.0
Sour Tangie Dawg,TnT Trichome,Super Sativa Seed Club,600 watt,"BioBizz,Atami,Advanced Nutrients,",Manual,"Soil Grow Medium,Expanded Clay Grow Medium,",Paper Towel,"SoG,Main-Lining,12-12 From Seed,",0.02,12,2.0,,140.0
Super Orange Haze automatic S1,Super Orange Haze,Custom Breeder & Strain,300 watt,"Hesi,",Manual,"Soil Grow Medium,",Glass Of Water,,,11,,,
Amnesia XXL auto Sensi Seeds,Sensi Amnesia XXL,Sensi Seeds,300 watt,,Manual,"Soil Grow Medium,",,"LST,",Green Box,14,,,
Northern lights auto seedsman,Northern Lights Auto,Seedsman,300 watt,"URB Natural,Plant Success (Plant Revolution),Down To Earth,Oregon’s Only (Nectar for the Gods),",Manual,"Coco Coir Grow Medium,Soil Grow Medium,Perlite Grow Medium,",Peat Pellet,,,4,1.0,,
Fatkid's Cake x Granddaddy Purple,Amsterdam Genetics - Test Strain #2,Custom Breeder & Strain,310 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,Defoliation,ScrOG,",1,15,1.0,,500.0
Chunky Cookies X Black Cherry Gelato,Amsterdam Genetics - Test Fem #1,Custom Breeder & Strain,310 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,Defoliation,ScrOG,",1,15,1.0,,500.0
Hydro-Super Skunk,Super Skunk,White Label,400 watt,"General Hydroponics (GHE),",Hydroponics,"Mineral Wool Grow Medium,Expanded Clay Grow Medium,",Rockwool Cube,"Topping,Defoliation,",Custom,13,3.0,,
Bruce Banner 3,Bruce Banner 3,Zamnesia Seeds,600 watt,"BioBizz,Atami,Advanced Nutrients,",Manual,"Soil Grow Medium,Expanded Clay Grow Medium,",,"SoG,",0.02,12,1.0,,60.0
GELATO #45 Barney's,Gelato #45,Barney'S Farm,600 watt,"BioBizz,Atami,Advanced Nutrients,",Manual,"Soil Grow Medium,Expanded Clay Grow Medium,",Paper Towel,"SoG,",0.02,13,1.0,,70.0
@White wizard/northern lights autoflower,Auto Northern Lights,BulkSeedBank,250 watt,"BioBizz,Advanced Nutrients,",Manual,"Soil Grow Medium,",Paper Towel,"LST,",0.5,7,1.0,54.0,122.0
Titan F1 RQS MARSHYDRO,Titan F1,Royal Queen Seeds,150 watt,,Manual,"Soil Grow Medium,Expanded Clay Grow Medium,",Rockwool Cube,"SoG,",0.2,10,1.0,,300.0
From the Ashes,Dark Phoenix,Green House Seed Co.,,,Manual,,,,,18,1.0,,113.4
Chem Bride,Chemical Bride,Green House Seed Co.,800 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"ScrOG,",,21,1.0,,113.4
“Blueberry Fast” By Seedsman,C99 x Blueberry FAST,Seedsman,600 watt,"Lotus Nutrients,",Manual,"Gorilla Grow Tent GGT Lite 4x4,Soil Grow Medium,",,"LST,Defoliation,Topping,",1.22,9,1.0,,301.1
“Poddy Mouth” By Humboldt Seed Co,Poddy Mouth,Humboldt Seed Company,600 watt,"Lotus Nutrients,",Manual,"Gorilla Grow Tent GGT Lite 4x4,Soil Grow Medium,",,"LST,Defoliation,Topping,",1.22,9,1.0,,298.7
RUNTZ,Runtz,Zamnesia Seeds,600 watt,"BioBizz,Advanced Nutrients,Atami,",Manual,"Soil Grow Medium,Expanded Clay Grow Medium,",Paper Towel,"SoG,LST,",0.02,13,1.0,,100.0
Watermelon Zkittlez Barney's Farm,Watermelon Zkittlez,Barney'S Farm,600 watt,,Manual,"Soil Grow Medium,Expanded Clay Grow Medium,",Paper Towel,"SoG,",0.5,12,1.0,,70.0
FORBIDDEN RUNTZ AUTO,Forbidden Runtz Auto,Fast Buds,"LED / 480W Custom,",,Manual,,,,,13,1.0,,710.0
Grow 10 in the Auto Zone,SVT OG Reg,Custom Breeder & Strain,"LED / 250W,LED / 250W,","Coast of Maine,Real Growers,Advanced Nutrients,Aurora Innovations (Roots Organics),BuildASoil,",Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Soil Grow Medium,Compost Grow Medium,",,,,FLOWERING,,,
MarsHydro Moby Dick Auto,Moby Dick Auto,Barney'S Farm,150 watt,,Manual,"Soil Grow Medium,Expanded Clay Grow Medium,",Paper Towel,"SoG,",0.02,12,1.0,,100.0
